IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.211.85,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
8.219.249.92,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
8.219.188.162,443,0,true,SIN,Asia Pacific,Singapore,1,0.00
8.219.190.62,443,443,true,SIN,Asia Pacific,Singapore,1,0.00
8.219.157.97,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.161.129,8443,8443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.213.84,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.238.145,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.84.214,2086,2086,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.183.31,8443,0,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.153.44,8880,0,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.171.6,8443,8443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.103.65,443,0,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.82.35,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.84.102,2095,2095,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.8.244,2082,0,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.247.53,2082,0,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.174.142,2083,2083,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.208.104,2086,0,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.83.201,2053,0,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.171.6,2083,2083,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.66.156,443,0,true,NRT,Asia Pacific,Tokyo,2,0.00
8.219.177.205,2096,0,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.6.187,2083,2083,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.3.53,2095,2095,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.208.104,2087,0,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.253.185,2096,2096,true,SIN,Asia Pacific,Singapore,2,0.00
47.245.109.134,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.253.185,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.255.171,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.213.112,2052,2052,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.177.205,2087,0,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.251.207,2096,0,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.167.65,2096,2096,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.174.142,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.83.201,2096,0,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.242.208,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.84.102,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.233.6,2096,2096,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.175.127,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
8.222.244.123,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.255.171,2083,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.139.13,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.222.221.197,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.161.129,2083,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.137.50,443,443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.13.143,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.170.223,2095,2095,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.220.122,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.112.75,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.101.138,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.99.8,443,443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.193.22,2096,2096,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.102.123,8080,0,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.243.162,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.175.127,2096,2096,true,SIN,Asia Pacific,Singapore,3,0.00
8.222.253.235,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.139.13,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.90.87,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.222.8,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.196.24,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.173.239,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.173.239,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.220.88,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.232.219,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.249.148,2083,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.92.89,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.73.21,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.238.145,2083,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.222.255.15,2052,2052,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.152.195,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.215.214,2086,0,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.184.92,2083,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.218.21,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.251.81,2083,2083,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.184.92,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.13.143,8443,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.112.75,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.104.242,2087,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.151.193,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.222.193.208,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.222.8,2096,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.185.191,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.191.40,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.185.191,2083,2083,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.245.187,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.251.81,443,443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.156.148,2083,2083,true,SIN,Asia Pacific,Singapore,3,0.00
8.222.182.10,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.179.34,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.215.12,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.222.98,2095,0,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.178.225,2095,2095,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.173.239,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.241.189,443,443,true,SIN,Asia Pacific,Singapore,3,0.00
8.222.248.188,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.208.69,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.82.177,2083,2083,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.210.93,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.209.14,2083,2083,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.178.9,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.245.232,8443,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.245.187,2096,2096,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.241.189,2095,2095,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.157.97,8443,0,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.236.8,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.186.189,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.250.70,2096,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.222.98,2096,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.156.148,2096,2096,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.173.239,2087,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.178.101,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.222.8,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.75.44,8880,0,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.1.92,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.247.203,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.153.253,8880,0,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.92.89,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.228.186,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.251.207,2086,0,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.101.138,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.247.203,2083,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.245.232,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.204.120,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.228.30,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.121.87,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.244.123,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.186.189,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.193.22,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.215.12,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.195.47,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.222.98,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.172.128,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.247.203,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.241.189,2096,2096,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.75.44,2096,2096,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.210.214,2095,0,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.199.220,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.204.120,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.250.239,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.154.107,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.245.187,2083,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.81.50,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.70.117,2087,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.93.85,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.217.81,8880,0,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.228.30,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.249.148,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.102.252,8443,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.201.245,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.97.179,2096,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.78.222,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.178.9,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.99.169,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.154.107,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.157.97,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.151.193,2087,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.188.162,2083,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.197.111,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.173.233,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.79.74,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.126.3,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.201.174,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.183.31,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
8.222.202.163,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.142.191,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.222.144.117,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.206.53,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.242.131,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.43.243,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.74.35,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.196.117,8443,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.121.24,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.196.117,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.250.239,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.79.74,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.208.69,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.58.64,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.126.3,2087,0,true,SIN,Asia Pacific,Singapore,4,0.00
8.222.136.196,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.142.191,2096,0,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.92.89,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.222.98,2083,0,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.206.180,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.186.189,2083,0,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.122.96,2053,2053,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.196.117,2087,2087,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.107.199,2053,2053,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.107.199,2096,2096,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.173.233,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.140.229,2087,0,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.102.252,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.110.41,2096,0,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.201.174,8080,0,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.103.126,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.100.155,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.126.3,2053,0,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.100.155,8443,8443,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.194.170,2096,2096,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.142.229,2087,2087,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.249.148,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.206.180,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.40.255,2096,2096,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.103.57,2083,2083,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.213.84,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.215.12,2095,0,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.250.239,2087,2087,true,SIN,Asia Pacific,Singapore,5,0.00
8.222.160.61,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.42.72,8080,0,false,SIN,Asia Pacific,Singapore,5,0.00
47.241.173.60,80,0,false,SIN,Asia Pacific,Singapore,5,0.00
8.222.137.178,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.75.44,2087,0,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.106.15,2096,2096,true,SIN,Asia Pacific,Singapore,5,0.00
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.196.117,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.103.65,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.157.97,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
